Pais_de_residencia;Via_de_acceso;Tipo_de_alojamiento;Forma_de_organizacion_del_viaje;Duracion_del_viaje;Motivo_del_viaje;Comunidad autonoma de destino;Periodo;Total
Italia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M01;225865
Italia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2015M12;239878
Italia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2015M11;211530
Italia;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2015M10;262178
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2020M03;42735
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2020M02;103094
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2020M01;83161
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M12;90179
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M11;111380
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M10;160840
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M09;131013
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M08;102440
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M07;214669
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M06;119046
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M05;106266
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M04;105647
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M03;136882
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M02;113198
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M01;96718
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M12;95076
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M11;107838
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M10;151411
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M09;113598
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M08;98192
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M07;226271
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M06;136184
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M05;149064
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M04;106278
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M03;99661
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M02;145171
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M01;91654
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M12;82838
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M11;103004
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M10;185062
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M09;124230
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M08;139022
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M07;251843
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M06;137785
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M05;100730
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M04;156547
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M03;127912
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M02;53085
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M01;65403
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M12;131401
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M11;49784
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M10;175547
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M09;127876
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M08;89521
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M07;198350
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M06;60965
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M05;90707
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M04;66642
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M03;114850
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M02;74407
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M01;99968
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2015M12;57769
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2015M11;84916
Noruega;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2015M10;164228
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2020M03;94969
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2020M02;201503
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2020M01;163329
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M12;164461
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M11;183926
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M10;338993
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M09;377532
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M08;454720
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M07;511615
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M06;403245
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M05;429458
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M04;295081
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M03;221834
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M02;168722
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M01;152557
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M12;153905
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M11;166221
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M10;376098
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M09;382511
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M08;502545
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M07;537542
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M06;404676
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M05;446583
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M04;324884
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M03;227053
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M02;172552
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M01;160700
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M12;134242
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M11;165527
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M10;363241
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M09;379013
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M08;528911
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M07;563122
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M06;350954
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M05;421259
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M04;283275
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M03;199662
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M02;168291
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M01;147053
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M12;140414
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M11;145803
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M10;304075
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M09;321168
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M08;477827
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M07;508443
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M06;306457
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M05;380876
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M04;321507
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M03;175242
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M02;148557
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M01;124662
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2015M12;134481
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2015M11;127758
Paises Bajos;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2015M10;290035
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2020M03;69699
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2020M02;175949
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2020M01;130405
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M12;136636
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M11;124740
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M10;173246
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M09;262608
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M08;386865
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M07;255686
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M06;232784
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M05;162090
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M04;233622
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M03;184721
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M02;145289
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M01;141690
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M12;149171
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M11;161192
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M10;185346
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M09;239695
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M08;375260
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M07;263732
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M06;197373
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M05;161734
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M04;200992
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M03;150281
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M02;143291
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M01;116255
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M12;142332
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M11;135089
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M10;151995
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M09;212172
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M08;345464
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M07;269867
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M06;193478
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M05;132494
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M04;215631
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M03;116401
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M02;123007
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M01;99950
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M12;121732
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M11;119243
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M10;174223
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M09;209792
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M08;308361
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M07;237412
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M06;198076
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M05;137558
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M04;145539
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M03;143662
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M02;104442
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M01;96123
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2015M12;115301
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2015M11;90633
Portugal;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2015M10;136812
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2020M03;397117
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2020M02;907321
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2020M01;718248
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M12;790507
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M11;875196
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M10;1655777
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M09;2102175
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M08;2179233
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M07;2166289
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M06;2057933
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M05;1977521
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M04;1471888
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M03;1109683
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M02;885676
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2019M01;807362
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M12;856447
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M11;934572
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M10;1732143
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M09;2110577
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M08;2248604
Reino Unido;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M07;2214662
